region,category,ticker,status,error,action,confidence,last_close,trend,mom_3m,mom_6m,vol_20d_ann,rsi14,range_1d,range_1w,range_1m
asx,Utilities,APA.AX,NO_DATA,404 Client Error: Not Found for url: https://stooq.com/q/d/l/?s=apa.au&i=d,HOLD,0,,0,,,,,,,
asx,Utilities,AST.AX,NO_DATA,404 Client Error: Not Found for url: https://stooq.com/q/d/l/?s=ast.au&i=d,HOLD,0,,0,,,,,,,
asx,Utilities,SKI.AX,NO_DATA,404 Client Error: Not Found for url: https://stooq.com/q/d/l/?s=ski.au&i=d,HOLD,0,,0,,,,,,,
asx,Utilities,MCY.AX,NO_DATA,404 Client Error: Not Found for url: https://stooq.com/q/d/l/?s=mcy.au&i=d,HOLD,0,,0,,,,,,,
asx,Utilities,MGR.AX,NO_DATA,404 Client Error: Not Found for url: https://stooq.com/q/d/l/?s=mgr.au&i=d,HOLD,0,,0,,,,,,,
us,Technology,AAPL,NO_DATA,404 Client Error: Not Found for url: https://stooq.com/q/d/l/?s=aapl.us&i=d,HOLD,0,,0,,,,,,,
us,Technology,MSFT,NO_DATA,404 Client Error: Not Found for url: https://stooq.com/q/d/l/?s=msft.us&i=d,HOLD,0,,0,,,,,,,
us,Technology,NVDA,NO_DATA,404 Client Error: Not Found for url: https://stooq.com/q/d/l/?s=nvda.us&i=d,HOLD,0,,0,,,,,,,
us,Technology,AVGO,NO_DATA,404 Client Error: Not Found for url: https://stooq.com/q/d/l/?s=avgo.us&i=d,HOLD,0,,0,,,,,,,
us,Technology,ORCL,NO_DATA,404 Client Error: Not Found for url: https://stooq.com/q/d/l/?s=orcl.us&i=d,HOLD,0,,0,,,,,,,
us,Communication Services,GOOGL,NO_DATA,404 Client Error: Not Found for url: https://stooq.com/q/d/l/?s=googl.us&i=d,HOLD,0,,0,,,,,,,
us,Communication Services,META,NO_DATA,404 Client Error: Not Found for url: https://stooq.com/q/d/l/?s=meta.us&i=d,HOLD,0,,0,,,,,,,
us,Communication Services,NFLX,NO_DATA,404 Client Error: Not Found for url: https://stooq.com/q/d/l/?s=nflx.us&i=d,HOLD,0,,0,,,,,,,
us,Communication Services,TMUS,NO_DATA,404 Client Error: Not Found for url: https://stooq.com/q/d/l/?s=tmus.us&i=d,HOLD,0,,0,,,,,,,
us,Communication Services,DIS,NO_DATA,404 Client Error: Not Found for url: https://stooq.com/q/d/l/?s=dis.us&i=d,HOLD,0,,0,,,,,,,
us,Health Care,LLY,NO_DATA,404 Client Error: Not Found for url: https://stooq.com/q/d/l/?s=lly.us&i=d,HOLD,0,,0,,,,,,,
us,Health Care,JNJ,NO_DATA,404 Client Error: Not Found for url: https://stooq.com/q/d/l/?s=jnj.us&i=d,HOLD,0,,0,,,,,,,
us,Health Care,UNH,NO_DATA,404 Client Error: Not Found for url: https://stooq.com/q/d/l/?s=unh.us&i=d,HOLD,0,,0,,,,,,,
us,Health Care,ABBV,NO_DATA,404 Client Error: Not Found for url: https://stooq.com/q/d/l/?s=abbv.us&i=d,HOLD,0,,0,,,,,,,
us,Health Care,MRK,NO_DATA,404 Client Error: Not Found for url: https://stooq.com/q/d/l/?s=mrk.us&i=d,HOLD,0,,0,,,,,,,
us,Energy,XOM,NO_DATA,404 Client Error: Not Found for url: https://stooq.com/q/d/l/?s=xom.us&i=d,HOLD,0,,0,,,,,,,
us,Energy,CVX,NO_DATA,404 Client Error: Not Found for url: https://stooq.com/q/d/l/?s=cvx.us&i=d,HOLD,0,,0,,,,,,,
us,Energy,COP,NO_DATA,404 Client Error: Not Found for url: https://stooq.com/q/d/l/?s=cop.us&i=d,HOLD,0,,0,,,,,,,
us,Energy,SLB,NO_DATA,404 Client Error: Not Found for url: https://stooq.com/q/d/l/?s=slb.us&i=d,HOLD,0,,0,,,,,,,
us,Energy,EOG,NO_DATA,404 Client Error: Not Found for url: https://stooq.com/q/d/l/?s=eog.us&i=d,HOLD,0,,0,,,,,,,
us,Utilities,NEE,NO_DATA,404 Client Error: Not Found for url: https://stooq.com/q/d/l/?s=nee.us&i=d,HOLD,0,,0,,,,,,,
us,Utilities,DUK,NO_DATA,404 Client Error: Not Found for url: https://stooq.com/q/d/l/?s=duk.us&i=d,HOLD,0,,0,,,,,,,
us,Utilities,SO,NO_DATA,404 Client Error: Not Found for url: https://stooq.com/q/d/l/?s=so.us&i=d,HOLD,0,,0,,,,,,,
us,Utilities,AEP,NO_DATA,404 Client Error: Not Found for url: https://stooq.com/q/d/l/?s=aep.us&i=d,HOLD,0,,0,,,,,,,
us,Utilities,EXC,NO_DATA,404 Client Error: Not Found for url: https://stooq.com/q/d/l/?s=exc.us&i=d,HOLD,0,,0,,,,,,,
